small vehicle,large vehicle,minibus,hatchback,sedan,bus,minivan,truck,van,jeep,cement mixer,dedicated agricultural vehicle,tanker,crane truck,pickup,light truck,prime mover,red,black,blue,silver/grey,white,other,yellow,green,sunroof,luggage_carrier,open_cargo_area,enclosed_cab,spare_wheel,wrecked,flatbed,ladder,enclosed_box,soft_shell_box,harnessed_to_a_cart,ac_vents
14400,22880,25682,28158,21116,29000,23323,13715,27396,23691,27004,39374,25932,31015,20716,26317,13549,28436,26002,30269,24372,23038,26812,22268,30027,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000
20414,14982,39307,33240,25752,28327,29556,34366,24422,35496,36305,34779,38018,36782,25214,10797,14878,17935,31851,25592,10028,37745,11352,16049,19406,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327,28327
14746,13366,29880,24808,23198,24456,25101,10028,24110,11666,35061,39284,24669,10141,13715,37414,31607,32263,34460,13709,17433,13450,32387,38919,12160,24456,24456,24456,24456,24456,24456,24456,24456,24456,24456,24456,24456
14759,13535,14025,13138,17853,35617,15730,31602,38075,25101,21973,38572,29942,23584,37886,27732,29794,35832,29547,19778,23696,28489,39113,26263,34826,35617,35617,35617,35617,35617,35617,35617,35617,35617,35617,35617,35617
20663,23832,37083,10753,27891,29832,35542,37273,32053,24714,31400,10561,29162,22316,31851,39011,17708,35201,25399,24775,31575,29750,29192,16024,30542,29832,29832,29832,29832,29832,29832,29832,29832,29832,29832,29832,29832
34901,21585,25939,29040,32630,28314,11180,29915,14188,10337,38904,14244,20234,30645,24525,36542,38031,21214,21732,34847,18678,36106,21547,26909,39720,28314,28314,28314,28314,28314,28314,28314,28314,28314,28314,28314,28314
22363,31399,22335,36817,12238,39484,35262,33454,11801,19994,18317,31015,13277,29949,16962,28456,27263,15115,11350,25713,39426,33019,11004,21183,37452,39484,39484,39484,39484,39484,39484,39484,39484,39484,39484,39484,39484
27030,11518,12967,34914,15461,16475,14878,25604,19147,32112,16129,23364,11121,22723,31607,37724,33636,30068,17780,33891,18575,39849,18622,10891,12392,16475,16475,16475,16475,16475,16475,16475,16475,16475,16475,16475,16475
17230,37364,39392,30299,26895,13084,31433,29270,10719,25688,24898,10053,14073,35806,28160,37355,19365,27147,26818,15565,36570,22857,28435,31464,15329,13084,13084,13084,13084,13084,13084,13084,13084,13084,13084,13084,13084
20434,33681,34781,30398,38360,29986,35775,25050,34781,11584,34074,35833,32655,27965,38854,15004,26812,33466,14398,19305,33632,14674,17366,13189,20104,29986,29986,29986,29986,29986,29986,29986,29986,29986,29986,29986,29986
33841,11501,33709,26499,23062,28647,21243,24876,33527,14997,29338,29829,25432,38134,17374,31694,11480,17513,12231,16162,26828,15749,37917,21232,12969,28647,28647,28647,28647,28647,28647,28647,28647,28647,28647,28647,28647
38213,15564,15722,31815,23296,39014,17352,12474,34877,33584,17792,24651,25652,37067,35832,38892,28878,10718,37204,29547,34188,14982,27625,21775,14645,39014,39014,39014,39014,39014,39014,39014,39014,39014,39014,39014,39014
18354,23531,20331,36856,10758,24857,18766,16925,24231,39307,14878,34714,38186,26254,29338,34331,28327,37852,38732,36509,18754,31231,26356,26614,24818,24857,24857,24857,24857,24857,24857,24857,24857,24857,24857,24857,24857
16866,13839,26646,14428,28535,30606,38783,25875,18381,27436,11968,14363,30673,38575,10631,15914,24342,29229,37961,22669,21526,39021,29146,32265,33083,30606,30606,30606,30606,30606,30606,30606,30606,30606,30606,30606,30606
30206,29112,29297,15636,26178,27695,13715,25214,16962,11172,22519,24898,39520,39484,38710,24131,30313,21081,35862,35135,35050,34029,29264,27147,31449,27695,27695,27695,27695,27695,27695,27695,27695,27695,27695,27695,27695
19063,25337,23293,20625,37174,15441,38273,21908,22110,36885,38089,16786,19241,24414,34074,10657,15792,33633,28209,37468,39101,37792,29105,34137,33347,15441,15441,15441,15441,15441,15441,15441,15441,15441,15441,15441,15441
24558,38626,37188,35262,23476,15078,12439,18067,14244,27899,30391,29868,24648,18529,12513,36632,29297,33827,16993,11086,16253,19499,38322,33009,37468,15078,15078,15078,15078,15078,15078,15078,15078,15078,15078,15078,15078
24805,33397,35528,23570,28080,38545,10158,23656,38369,24049,30313,18448,24229,13856,37188,30114,12400,31590,13869,27520,29883,17484,33168,27318,14165,38545,38545,38545,38545,38545,38545,38545,38545,38545,38545,38545,38545
38719,24592,31809,25096,21733,38089,39500,21240,32378,32653,23629,13130,16894,15455,22062,37204,37188,25011,19702,20311,19778,35481,17499,31661,21322,38089,38089,38089,38089,38089,38089,38089,38089,38089,38089,38089,38089
24323,37146,24482,22905,27964,24970,35098,19224,13562,35875,26461,15500,31015,26475,27524,38413,15152,24900,31091,19482,29703,21756,24637,37466,28878,24970,24970,24970,24970,24970,24970,24970,24970,24970,24970,24970,24970
12070,39125,22519,17112,34578,23931,13746,15181,37399,31014,19594,27605,14768,11924,38031,27085,10797,21629,31858,33615,11381,31759,37833,27730,30687,23931,23931,23931,23931,23931,23931,23931,23931,23931,23931,23931,23931
14012,12927,24847,21322,11498,38273,12400,23035,18602,15989,25939,11432,38443,26072,30645,17753,34333,31790,15266,14093,25147,22721,17930,27966,36925,38273,38273,38273,38273,38273,38273,38273,38273,38273,38273,38273,38273
12270,39634,12197,18203,18516,24039,39484,17630,10938,29556,21790,15161,31265,16317,35528,39516,15155,10059,39537,16768,38922,13015,19241,25419,14930,24039,24039,24039,24039,24039,24039,24039,24039,24039,24039,24039,24039
39699,28137,16397,13084,14599,35167,16367,34671,35245,38900,12890,28549,14947,28087,27695,22791,11180,33016,17933,16279,35107,13731,28311,32616,17878,35167,35167,35167,35167,35167,35167,35167,35167,35167,35167,35167,35167
34692,27814,10938,18499,26037,28174,23385,24039,27303,33499,31602,29658,22701,36305,14302,13393,33388,22747,30525,16496,21695,33378,24659,31744,16821,28174,28174,28174,28174,28174,28174,28174,28174,28174,28174,28174,28174
15145,38976,34693,21790,35918,36305,28368,21740,18448,25023,12450,11279,36017,17388,35823,26325,30464,24874,38127,30623,27371,29080,32540,14558,24714,36305,36305,36305,36305,36305,36305,36305,36305,36305,36305,36305,36305
17148,11952,33948,26250,20215,23629,20748,17132,27909,32084,26663,36464,16289,39254,21051,34714,27059,18560,39467,21695,21307,22137,39245,18414,20278,23629,23629,23629,23629,23629,23629,23629,23629,23629,23629,23629,23629
37071,29405,19734,34108,32071,25214,15152,13189,25959,14671,27695,31265,29776,18399,16004,14710,28456,39265,26919,26011,39148,37992,29378,29568,15266,25214,25214,25214,25214,25214,25214,25214,25214,25214,25214,25214,25214
20155,11532,29247,24079,27867,16129,19734,16317,25553,26989,33227,14302,36070,24953,26828,27757,37414,22739,20080,29146,26037,17448,27510,24778,25955,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129
27484,35824,17374,27961,39962,14270,21055,24469,12477,14761,11121,15758,13482,21051,24264,37760,16714,25619,10067,31266,27090,33713,20143,24200,25213,14270,14270,14270,14270,14270,14270,14270,14270,14270,14270,14270,14270
29167,19376,29000,36447,29565,24947,21477,12594,38031,27284,27909,23581,21415,11782,31193,18627,10061,39518,14361,37259,38602,33741,28678,36708,38995,24947,24947,24947,24947,24947,24947,24947,24947,24947,24947,24947,24947
11350,35773,31682,20566,20178,26391,37256,27909,28832,29980,34068,33878,24022,11765,35461,37494,16397,29114,37788,25303,23992,17876,25527,33531,33934,26391,26391,26391,26391,26391,26391,26391,26391,26391,26391,26391,26391
28091,13984,30208,11768,15124,27091,21837,15441,29193,26845,35191,12220,15494,38281,15236,33709,31851,32809,20612,13287,34818,34800,32389,33449,21456,27091,27091,27091,27091,27091,27091,27091,27091,27091,27091,27091,27091
16949,31052,14080,19734,31702,30208,19174,13084,16004,26012,17555,35832,14193,31116,17399,29375,27320,14241,11609,30003,38691,12270,31608,37122,37350,30208,30208,30208,30208,30208,30208,30208,30208,30208,30208,30208,30208
23379,16761,38184,18505,26214,25275,10407,15734,27899,26232,30873,25372,30905,27493,30720,18908,25839,24284,28009,28153,37889,25894,22185,35365,23455,25275,25275,25275,25275,25275,25275,25275,25275,25275,25275,25275,25275
25704,38068,20596,21477,27939,15155,15693,39264,28018,11064,28299,29162,28800,31957,18164,16962,35775,23823,35280,17995,19173,38140,13995,13662,27885,15155,15155,15155,15155,15155,15155,15155,15155,15155,15155,15155,15155
21003,18564,16925,33879,23622,27662,36431,31400,33193,30872,39516,28011,14538,17893,27716,30299,25682,11545,20812,24932,15706,27777,33010,32929,29599,27662,27662,27662,27662,27662,27662,27662,27662,27662,27662,27662,27662
36248,39101,12236,15792,24255,17374,33360,19872,39100,21629,37083,37301,20064,25688,22889,22612,33831,39384,25652,17109,12697,29744,20019,38408,11212,17374,17374,17374,17374,17374,17374,17374,17374,17374,17374,17374,17374
28355,32909,15822,24941,39552,30885,24898,37879,31602,25527,28314,35077,22110,17612,15155,32222,18351,31193,35573,14935,34005,17101,31799,27553,20469,30885,30885,30885,30885,30885,30885,30885,30885,30885,30885,30885,30885
14248,24126,34074,10867,32422,34366,28495,37724,21727,31291,27529,20699,39443,18511,39014,19046,27396,10907,36393,18334,25339,32099,17447,19329,18233,34366,34366,34366,34366,34366,34366,34366,34366,34366,34366,34366,34366
15369,18446,21096,28174,30027,18314,34068,12053,24348,14802,24808,18517,23959,21013,26391,38089,29338,14329,11663,37737,24668,20140,30745,10693,21774,18314,18314,18314,18314,18314,18314,18314,18314,18314,18314,18314,18314
14910,27405,12491,32746,17970,30299,28354,33831,37273,24199,13078,14692,28437,15026,38545,29166,39307,30641,31799,11004,21068,37084,34053,34950,37287,30299,30299,30299,30299,30299,30299,30299,30299,30299,30299,30299,30299
18233,20114,29016,15854,27165,39605,27476,24303,39815,31399,14558,23686,13467,32309,23858,10577,14253,35193,26216,14165,36817,23627,18985,20145,24137,39605,39605,39605,39605,39605,39605,39605,39605,39605,39605,39605,39605
27493,30709,27567,11232,16951,21240,28327,35823,14558,26587,24022,14710,29709,18027,24482,10851,32932,21547,27207,34460,30136,15962,23455,22443,34146,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240,21240
28889,10893,25713,38506,36109,13715,34671,17667,11639,25959,24847,15344,29645,38572,36305,24808,36856,22222,33083,34679,13968,17290,15298,33362,27082,13715,13715,13715,13715,13715,13715,13715,13715,13715,13715,13715,13715
12786,29612,31074,34303,15123,24935,38902,12552,13811,12197,28327,14237,21848,33283,14080,33143,14558,37197,12583,33556,31654,23283,29883,17783,39584,24935,24935,24935,24935,24935,24935,24935,24935,24935,24935,24935,24935
33586,17864,29915,23629,29836,18654,27723,17503,20663,13019,24876,18949,32724,31820,24456,24022,24847,12723,16901,35849,23081,33637,39219,25646,22867,18654,18654,18654,18654,18654,18654,18654,18654,18654,18654,18654,18654
33335,27609,15693,29185,34819,24264,35810,29297,36431,38930,15243,17557,19199,30943,18908,29868,38854,27154,29687,20802,31394,17084,26750,38549,35720,24264,24264,24264,24264,24264,24264,24264,24264,24264,24264,24264,24264
15374,10208,26828,21223,21597,16962,35650,26699,24935,15822,20283,32349,20151,13132,38184,17232,33709,32715,28525,37577,28469,24624,16015,29283,27219,16962,16962,16962,16962,16962,16962,16962,16962,16962,16962,16962,16962
36394,22227,35041,20231,15652,16004,22519,27529,17780,28619,22472,12967,27732,10996,21013,34166,18511,12771,10481,11828,20926,17792,28525,29223,25622,16004,16004,16004,16004,16004,16004,16004,16004,16004,16004,16004,16004
25058,17232,19409,23293,10016,14830,14270,23323,26308,10698,37937,27204,10746,12354,29880,18034,28314,23313,33347,24328,10597,11501,31790,20288,12968,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830
22670,16781,33160,34172,13042,28456,12334,35061,30398,16270,15441,30537,35050,12197,32378,28732,19224,23577,34090,13499,10542,29528,24731,31927,13024,28456,28456,28456,28456,28456,28456,28456,28456,28456,28456,28456,28456
14645,15296,36689,37989,24164,13549,15961,27420,32472,22358,35098,13113,25738,32472,12890,29957,28338,37846,27520,35423,14614,19782,32730,20408,27531,13549,13549,13549,13549,13549,13549,13549,13549,13549,13549,13549,13549
29047,24193,38075,30720,27797,18317,18317,25517,24857,24713,38279,36533,29209,28297,13460,10996,22519,17602,37545,17036,22037,26158,17036,26193,35822,18317,18317,18317,18317,18317,18317,18317,18317,18317,18317,18317,18317
23743,36827,38413,36873,28311,10631,19554,29912,33769,21063,17670,13277,30392,37833,12474,35528,25688,20109,15442,26817,22104,39565,35258,21068,17121,10631,10631,10631,10631,10631,10631,10631,10631,10631,10631,10631,10631
11586,15440,11591,17667,38423,35442,33203,27723,19742,32198,26391,37837,16660,25333,28121,19358,14025,29146,36063,19162,26515,17029,28280,17942,27269,35442,35442,35442,35442,35442,35442,35442,35442,35442,35442,35442,35442
12614,32630,28495,27183,36497,26699,36949,21790,14997,18384,17667,10398,30184,11121,34781,29332,28164,32470,21384,22182,11010,36600,16811,23185,21995,26699,26699,26699,26699,26699,26699,26699,26699,26699,26699,26699,26699
30925,13489,14302,22361,31741,35936,35982,26152,21477,36949,29112,16536,31544,15531,33527,29672,24254,21582,35879,27207,12452,13118,23235,11206,32640,35936,35936,35936,35936,35936,35936,35936,35936,35936,35936,35936,35936
11216,14671,25391,36038,15000,31400,29110,17374,29880,23570,15152,11854,19742,27651,12036,24359,29247,16147,33017,32740,15855,35525,37846,12815,34966,31400,31400,31400,31400,31400,31400,31400,31400,31400,31400,31400,31400
36161,36375,30464,29980,30539,39023,29832,17555,29185,30742,25214,30037,24885,11813,30905,31053,17753,36047,15628,21248,12285,11845,18657,31358,27354,39023,39023,39023,39023,39023,39023,39023,39023,39023,39023,39023,39023
31132,24372,12036,25939,19682,32953,28252,33781,35461,36409,27263,23623,24898,35894,18391,17649,15822,16687,16393,33048,37788,31895,38900,25673,13140,32953,32953,32953,32953,32953,32953,32953,32953,32953,32953,32953,32953
31397,12793,19224,13244,10478,24303,20677,26417,14291,23931,27757,32210,23531,12496,18465,10686,24359,13375,19653,11811,37719,23722,28746,11418,24609,24303,24303,24303,24303,24303,24303,24303,24303,24303,24303,24303,24303
14280,21305,22259,28704,24295,21790,14803,28647,29338,32932,32591,14080,26557,39818,34026,12552,38710,24358,12190,34005,14753,23606,18768,31284,39595,21790,21790,21790,21790,21790,21790,21790,21790,21790,21790,21790,21790
33816,26277,38892,24898,10670,18155,24022,37200,21240,23530,28495,26411,18056,17539,10594,13465,29880,10386,11253,22115,36899,24959,31163,30970,16260,18155,18155,18155,18155,18155,18155,18155,18155,18155,18155,18155,18155
35886,39236,12400,33227,12311,23293,14530,10686,17630,10393,12474,10996,26042,14302,18760,12015,39014,10237,15725,15829,11424,30893,34538,36091,17036,23293,23293,23293,23293,23293,23293,23293,23293,23293,23293,23293,23293
10036,26843,24976,38545,16411,20566,17410,10158,13244,18590,22040,31739,30114,36563,16925,10938,19627,32730,29322,27026,33879,20760,22229,33545,17534,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566,20566
14151,11055,38273,18391,25086,23297,33769,35982,33782,22451,35775,12083,17012,36856,35262,30943,26845,15816,20807,28200,19442,15902,25399,17684,23749,23297,23297,23297,23297,23297,23297,23297,23297,23297,23297,23297,23297
10519,25488,27170,20342,13195,34671,15822,39950,23323,22290,25688,39392,35297,31298,37034,31074,30517,13976,37917,16485,12619,34818,32205,20436,12376,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671,34671
31708,14357,24254,30969,16381,17132,38184,22877,38461,28318,32932,27732,23106,35041,28801,33235,24976,26791,29170,37961,38387,21512,15106,15441,14062,17132,17132,17132,17132,17132,17132,17132,17132,17132,17132,17132,17132
11636,28917,26308,18384,21283,29185,12594,25257,39239,28268,17333,24131,21756,28801,26699,25661,15961,21264,28966,22727,29645,22001,26339,18391,12663,29185,29185,29185,29185,29185,29185,29185,29185,29185,29185,29185,29185
20600,18185,27599,33019,14398,33429,31602,32381,26695,36268,16397,15515,34714,33782,34462,24321,21837,37077,22092,37963,11801,30827,34279,34832,21009,33429,33429,33429,33429,33429,33429,33429,33429,33429,33429,33429,33429
27464,20500,39516,23280,35034,39144,14244,15178,22889,23642,16768,39624,27217,13277,33160,29112,27004,33296,21256,35444,33457,25442,21009,28457,19073,39144,39144,39144,39144,39144,39144,39144,39144,39144,39144,39144,39144
32084,26247,27085,31275,11374,29794,11357,24947,12619,23128,35982,39884,11359,20101,21629,19594,15455,30422,39892,30800,21683,38207,35609,34810,16552,29794,29794,29794,29794,29794,29794,29794,29794,29794,29794,29794,29794
16092,20082,24935,39950,19724,16768,10982,17333,26122,29247,26411,26254,39901,13393,30464,20101,26250,24819,31590,31809,19972,11038,35590,23596,29692,16768,16768,16768,16768,16768,16768,16768,16768,16768,16768,16768,16768
18923,24371,11133,15009,13398,38031,15236,27263,23931,31682,11180,38003,38841,24366,14830,35041,12619,23694,34220,25520,30207,28612,36181,18043,22120,38031,38031,38031,38031,38031,38031,38031,38031,38031,38031,38031,38031
26795,13734,16334,33194,23268,37200,24757,17670,11496,28357,15628,33969,35837,38431,31744,14802,24898,11046,19662,30619,11110,30033,30050,21065,19954,37200,37200,37200,37200,37200,37200,37200,37200,37200,37200,37200,37200
28736,39334,19184,17196,18299,35775,33879,17536,18908,16104,29185,14012,18540,13580,32472,29110,29112,13369,28678,17138,10866,32803,29565,13743,39216,35775,35775,35775,35775,35775,35775,35775,35775,35775,35775,35775,35775
23544,36113,19174,35442,22159,25682,34724,29623,11422,24233,37273,31238,28597,37387,35061,10867,10851,39584,32424,24326,37156,33103,25671,13820,32133,25682,25682,25682,25682,25682,25682,25682,25682,25682,25682,25682,25682
31475,24248,32381,25737,27013,36914,18654,22358,10497,30664,17649,25743,35285,31496,22110,11666,10893,28878,14746,22120,28789,19148,33624,22254,21031,36914,36914,36914,36914,36914,36914,36914,36914,36914,36914,36914,36914
16624,26169,14253,14997,11985,25517,37189,30712,10851,12450,27396,36070,30729,12881,21911,23522,38089,11302,39399,24655,22467,29002,35180,23674,29146,25517,25517,25517,25517,25517,25517,25517,25517,25517,25517,25517,25517
10420,33923,27004,38983,35167,16317,24847,27757,35823,33048,10851,19149,17060,10577,39144,30464,28913,14726,11188,12226,29646,14896,33781,30545,36563,16317,16317,16317,16317,16317,16317,16317,16317,16317,16317,16317,16317
27235,14129,29957,25333,25190,17708,26641,27320,13365,30712,18253,32222,21390,31607,21240,32112,14671,21301,24888,23517,36608,33705,23869,37147,17089,17708,17708,17708,17708,17708,17708,17708,17708,17708,17708,17708,17708
35552,21908,30517,38902,27877,35061,27732,28525,33969,14710,17753,14538,14963,13130,27493,28913,19046,27531,29186,17395,11903,37147,10861,12418,20877,35061,35061,35061,35061,35061,35061,35061,35061,35061,35061,35061,35061
39032,17046,10893,37562,29149,12083,27909,15236,23858,39720,12053,22986,37374,23425,28456,28174,39950,33879,33653,15287,31018,26431,10576,23737,12685,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083
36821,33531,33388,18034,26240,21284,18476,22574,33931,20541,37760,33425,18320,21175,32504,21000,17649,10222,35190,22983,15995,18941,25837,34184,11484,21284,21284,21284,21284,21284,21284,21284,21284,21284,21284,21284,21284
34521,29906,12015,33517,25705,34133,18314,22707,31851,31002,26699,18666,17831,15676,15628,26308,38892,28864,24231,28736,32585,15070,22316,35082,15822,34133,34133,34133,34133,34133,34133,34133,34133,34133,34133,34133,34133
36159,10377,10141,16497,18090,33636,14558,35442,15407,29373,30398,20088,13856,11854,12150,12083,33283,30473,39577,19114,10818,27003,33098,21687,21141,33636,33636,33636,33636,33636,33636,33636,33636,33636,33636,33636,33636
30023,38755,39950,37204,13559,35982,29699,15243,14080,31086,17132,22078,34662,38710,19727,18529,17156,13122,21852,33188,37084,30409,37189,39978,39971,35982,35982,35982,35982,35982,35982,35982,35982,35982,35982,35982,35982
20253,32486,10038,24531,39972,38184,25005,19011,25214,24456,25257,30313,11385,31053,26728,30527,12450,33815,23517,14209,28209,21719,14678,30237,37837,38184,38184,38184,38184,38184,38184,38184,38184,38184,38184,38184,38184
37314,18391,12936,12450,20801,31851,15192,13549,37188,38962,34333,26596,36435,18075,29794,19738,10938,20116,27026,21443,18089,13079,24917,36721,27163,31851,31851,31851,31851,31851,31851,31851,31851,31851,31851,31851,31851
27246,14687,27508,16822,18612,13189,37386,26663,36503,28630,10686,31537,29303,29827,26812,35025,27896,10748,18367,13605,35817,21383,21322,37230,16195,13189,13189,13189,13189,13189,13189,13189,13189,13189,13189,13189,13189
24090,16178,34333,39500,24891,12474,14682,24342,17156,17074,11019,35529,27837,32198,23035,12898,12491,26033,15155,33652,36960,29457,20101,20391,31819,12474,12474,12474,12474,12474,12474,12474,12474,12474,12474,12474,12474
26997,21606,19046,20306,12249,17670,10874,12334,39596,15236,26308,16320,12421,36106,33782,37188,28857,33100,22910,16886,24434,35238,29172,33281,17903,17670,17670,17670,17670,17670,17670,17670,17670,17670,17670,17670,17670
32119,39777,28114,21243,14591,10797,33193,21629,38854,31971,14291,14020,31383,34612,19290,38031,23293,37602,25984,24419,24768,25895,18560,39358,26782,10797,10797,10797,10797,10797,10797,10797,10797,10797,10797,10797,10797
24472,14323,16768,39264,21990,35528,20101,15159,12036,17120,15906,11121,27524,35650,28872,38273,28495,14930,34183,18230,26205,22467,37788,10072,26968,35528,35528,35528,35528,35528,35528,35528,35528,35528,35528,35528,35528
14020,10719,21175,24417,13291,14357,28857,26461,32605,17588,31888,24935,14069,38443,18317,12936,23858,18499,31839,23273,10976,14028,18965,38208,28273,14357,14357,14357,14357,14357,14357,14357,14357,14357,14357,14357,14357
20563,32120,24321,15693,29975,34781,22264,39605,19727,28869,26417,13482,31053,32084,33636,24267,38279,22728,33010,26237,32099,24021,32912,33222,34277,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781
37735,34448,28857,30872,12703,15455,32381,32280,18706,17333,24947,20151,28103,17353,34671,12987,34781,33878,17447,18973,20311,24927,19521,24848,14237,15455,15455,15455,15455,15455,15455,15455,15455,15455,15455,15455,15455
36945,17539,28913,33886,36396,37879,17667,18317,31957,11936,28857,38854,38491,28011,24947,26417,18627,23957,13084,38575,21344,28993,21526,34931,19602,37879,37879,37879,37879,37879,37879,37879,37879,37879,37879,37879,37879
26504,11695,17649,15730,19226,14878,33831,16768,16129,15748,22971,20612,23887,13482,32999,32653,36642,21577,16928,28271,15272,30905,21236,10677,20232,14878,14878,14878,14878,14878,14878,14878,14878,14878,14878,14878,14878
24342,13645,28121,38187,10298,37760,37562,24808,38002,12038,37552,24022,38134,30658,29912,19184,27151,34686,29645,32433,23570,20527,15042,23722,39577,37760,37760,37760,37760,37760,37760,37760,37760,37760,37760,37760,37760
27552,39262,24176,21284,12246,27170,12956,16334,20051,33998,16393,30605,23267,20151,10938,30885,11591,18654,36881,33896,34897,23737,11484,22120,23572,27170,27170,27170,27170,27170,27170,27170,27170,27170,27170,27170,27170
12807,15005,30035,16801,32995,10851,13969,24898,10631,13078,30664,33568,18738,13365,26308,32104,35650,10366,28200,27492,22106,18922,28784,17120,22316,10851,10851,10851,10851,10851,10851,10851,10851,10851,10851,10851,10851
36572,14078,12083,21664,28112,25939,27457,27695,27695,36763,18654,26817,15676,20668,14188,30313,18034,25210,16905,30134,32310,29291,33072,20777,13854,25939,25939,25939,25939,25939,25939,25939,25939,25939,25939,25939,25939
27672,19724,33360,31602,32972,30712,38279,22666,29658,17670,23297,38075,39048,23892,14244,11121,36689,37374,20834,37292,32321,34782,14359,23101,26339,30712,30712,30712,30712,30712,30712,30712,30712,30712,30712,30712,30712
27367,20963,15441,26751,16730,20331,37494,19734,33709,25932,38959,16714,29680,37795,33831,28087,27567,27405,32900,25210,21895,24906,19590,38122,24507,20331,20331,20331,20331,20331,20331,20331,20331,20331,20331,20331,20331
32870,21358,31957,26216,32787,33227,23892,16004,38184,35061,20677,32429,10369,19184,10893,14527,12890,35135,21996,16206,28506,27972,12754,11563,29876,33227,33227,33227,33227,33227,33227,33227,33227,33227,33227,33227,33227
39031,16406,21051,17630,34169,10415,27396,16190,37886,14271,20775,26475,34472,39984,24885,11488,38853,33347,29214,33532,24130,16520,15725,10079,35672,10415,10415,10415,10415,10415,10415,10415,10415,10415,10415,10415,10415
34683,26203,37581,38222,19511,18908,26317,34462,33636,13375,28647,24885,35079,35077,18252,23530,24482,16233,29791,20409,13036,11374,28095,29423,15565,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,18908
39884,14156,16832,10463,21118,26308,28630,27662,19821,13715,15730,15996,27607,21473,29297,35667,32999,28206,24850,15636,34331,32024,26644,24173,11925,26308,26308,26308,26308,26308,26308,26308,26308,26308,26308,26308,26308
24863,30968,10061,33203,39169,15181,27899,19738,21013,19244,16367,13132,19176,17503,16008,24342,28186,22760,13480,35879,27777,12201,31670,13868,17447,15181,15181,15181,15181,15181,15181,15181,15181,15181,15181,15181,15181
16603,28880,31694,29986,34118,36665,34462,34133,17824,22625,18351,38157,24173,13465,27450,16898,22062,25883,31670,15759,18299,29948,33751,18625,35171,36665,36665,36665,36665,36665,36665,36665,36665,36665,36665,36665,36665
13268,32805,18448,32104,13095,38387,34363,18654,34488,16723,37724,37679,27643,10561,36085,12036,18027,15349,26551,39536,26002,32189,36960,11112,15743,38387,38387,38387,38387,38387,38387,38387,38387,38387,38387,38387,38387
18565,30990,13248,28731,26006,10141,36925,39144,28186,39206,10061,26322,16174,12483,19742,16320,36763,13883,19081,37544,23141,18054,27225,15612,22389,10141,10141,10141,10141,10141,10141,10141,10141,10141,10141,10141,10141
15644,36878,38900,25580,12779,27896,15722,38904,35442,11854,24953,35486,32488,22258,17670,24235,33527,15354,28252,38922,14123,26188,19227,20790,17192,27896,27896,27896,27896,27896,27896,27896,27896,27896,27896,27896,27896
25891,27597,23858,21969,19535,11591,21776,35936,35775,19802,10797,25606,31889,27301,36856,37244,24862,29390,33298,20042,29501,29831,25891,35713,27911,11591,11591,11591,11591,11591,11591,11591,11591,11591,11591,11591,11591
28913,19448,36763,17555,15333,15628,32591,18253,20748,20156,17536,27618,11533,33429,27476,35077,24657,11811,39898,39148,34850,25261,30687,34400,11454,15628,15628,15628,15628,15628,15628,15628,15628,15628,15628,15628,15628
11782,28669,27450,18311,31559,32280,39307,33636,23581,12067,30208,38443,11519,13428,13734,31298,15239,37102,34897,17895,23640,25178,22919,27599,22667,32280,32280,32280,32280,32280,32280,32280,32280,32280,32280,32280,32280
25169,11684,27059,17074,18397,27320,31607,22040,13189,22343,27091,29848,33526,17973,23629,15467,29270,28959,22776,24900,31338,37863,23747,25956,36394,27320,27320,27320,27320,27320,27320,27320,27320,27320,27320,27320,27320
34636,32208,11782,29911,33367,38783,34081,16962,21973,34026,30712,16916,16714,39100,34068,11980,32104,28746,36241,36105,25024,20876,39623,21123,27961,38783,38783,38783,38783,38783,38783,38783,38783,38783,38783,38783,38783
31434,26423,17708,22545,27038,24482,18706,22662,30720,18034,39443,14239,14227,17538,22877,24209,24321,31889,11444,35687,25516,11479,11212,29821,16914,24482,24482,24482,24482,24482,24482,24482,24482,24482,24482,24482,24482
15538,36181,12308,27059,11156,29016,19994,26308,33203,16925,18627,28299,29184,10053,14025,10952,19147,18738,33204,23235,22092,28758,29273,23823,18474,29016,29016,29016,29016,29016,29016,29016,29016,29016,29016,29016,29016
22210,20596,16039,29938,37314,26812,29112,29185,14012,31438,23642,13856,35640,21868,16015,35617,21051,19906,23146,17497,19554,30426,33645,38495,18876,26812,26812,26812,26812,26812,26812,26812,26812,26812,26812,26812,26812
12163,39911,18209,35580,32685,29880,21227,36047,21928,16129,33662,16317,34702,16898,27396,22040,29957,11532,11463,30263,20155,25054,24563,11456,28153,29880,29880,29880,29880,29880,29880,29880,29880,29880,29880,29880,29880
